user_id,log_id,sequence_id,correct
72374,171834686,6473,0
72374,171835022,6473,1
72374,171835057,6473,1
72374,171835091,6473,1
76247,166289612,6921,0
76247,166289890,6921,1
76247,166289904,6921,1
76247,166289939,6921,0
76247,166289978,6921,0
76247,166290038,6921,1
76247,166290064,6921,1
76247,166290116,6921,1
76247,166290223,5918,1
76247,166290277,5918,1
76247,166290387,5918,1
76247,168458965,31825,1
76247,168458974,31825,1
76247,168458987,31825,1
76247,168459020,37374,1
76247,168459068,37374,1
76247,168459080,37374,1
76247,168459425,10763,0
76247,168459617,37002,1
76247,168459626,37002,1
76247,168459639,37002,1
76247,168460447,10763,1
76247,168460569,10763,1
76247,168460613,10763,1
81726,163316996,37570,1
81726,163317187,37570,1
81726,163317332,37570,1
81726,163317633,37876,0
81726,163317951,37876,1
81726,163318273,37876,1
81726,163318419,37876,1
81726,163318806,10265,1
81726,163318920,10265,1
81726,163319058,10265,1
81726,164553346,10763,0
81726,164553499,10763,0
81726,164553675,10763,1
81726,164553692,10763,1
81726,164553700,10763,0
81726,164553763,10763,1
81726,164553786,10763,1
81726,164553816,10763,0
81726,164553840,10763,1
81726,164553854,10763,1
81726,164553870,10763,1
81726,164553890,10264,1
81726,164553915,10264,1
81726,164553983,10264,1
81726,165153546,7192,1
81726,165153566,7192,1
81726,165153585,7192,1
81726,165868288,37570,1
81726,165868316,37570,1
81726,165868357,37570,1
81726,165868391,5918,1
81726,165868414,5918,1
81726,165868455,5918,1
81726,166921380,31825,1
81726,166921389,31825,1
81726,166921394,31825,1
81726,168251456,10763,1
81726,168252027,10763,0
81726,168252142,10763,1
81726,168252406,10763,1
81726,168252526,10763,1
81726,168964903,10264,0
81726,168965188,10264,1
81726,168965274,10264,1
81726,168965357,10264,1
81726,168965474,37570,1
81726,168965553,37570,1
81726,168965587,37570,1
81726,168965682,37374,1
81726,168965732,37374,1
81726,168965769,37374,1
83935,164898303,37876,1
83935,164898526,37876,1
83935,164898629,37876,0
83935,165018906,37876,1
83935,165018947,37876,0
83935,165025001,37876,1
83935,165025426,37876,1
83935,165025434,37876,1
83954,166249368,37980,1
83954,166249425,37980,1
83954,166249488,37980,0
83954,166249514,37980,1
83954,166249541,37980,1
83954,166249572,37980,0
83954,166249613,37980,1
83954,166249748,37980,1
83954,166249834,37980,1
83954,167073406,9428,0
83954,167074159,9428,1
83954,167074404,9428,1
83954,167074910,9428,1
83954,167077023,9428,0
83954,167079185,9428,1
83954,167079300,9428,1
83954,167079395,9428,1
83954,167436720,37055,1
83954,167437208,37055,1
83954,167437969,37055,1
83977,163380022,37876,1
83977,163380061,37876,1
83977,163380095,37876,1
84824,163516128,37980,0
84824,163516146,37980,1
84824,163516159,37980,1
84824,163516161,37980,1
84824,165234382,37876,1
84824,165234464,37876,0
85945,163722050,37980,1
85945,163722061,37980,1
85945,163722075,37980,1
85945,165015426,37876,1
85945,165015428,37876,1
85945,165015429,37876,1
85972,169327463,37980,1
85972,169327480,37980,1
85972,169327520,37980,1
85972,169327606,10293,0
85972,169327648,10293,1
85972,169327656,10293,0
85972,169327663,10293,1
85972,169327666,10293,1
85972,169327669,10293,1
86299,163498588,37980,1
86299,163498590,37980,1
86299,163498592,37980,1
86299,163498593,37570,1
86299,163498594,37570,1
86299,163498595,37570,1
86299,167748391,10293,1
86299,167748432,10293,0
86299,167748799,10293,1
86299,167748805,10293,0
86299,167749014,10293,1
86299,167749019,10293,1
86299,167749026,10293,1
86299,167822348,37980,1
86299,167822876,37980,1
86299,167823044,37980,0
86299,167823281,37980,1
86299,167823469,37980,1
86299,167823586,37980,1
86301,168459575,15528,1
86301,168459652,15528,1
86301,168459713,15528,1
86301,168459883,204037,1
86301,168460219,204037,0
86301,168460514,204037,0
86301,168461120,204037,0
86301,169241007,204037,1
86301,169241097,204037,1
86301,169241173,204037,1
86301,169241256,8585,1
86301,169241312,8585,1
86301,169241359,8585,1
87868,169252384,37980,1
87868,169252393,37980,1
87868,169252403,37980,1
89056,168446515,10293,0
89056,168446872,37980,0
89056,168446901,37980,1
89056,168446943,37980,1
89056,168446952,37980,1
89163,163424408,9180,1
89163,163424480,9180,1
89163,163424511,9180,1
89163,166249660,37980,1
89163,166277055,37980,1
89163,166277079,37980,1
89485,172243930,7158,1
89485,172243937,7158,1
89485,172243941,7158,1
93903,163541540,5968,1
93903,163541702,5968,1
93903,163541907,5968,1
93903,163542004,5976,1
93903,163542392,5976,1
93903,163542863,5976,0
93903,163542984,5976,1
93903,163543131,5976,1
93903,163543168,5976,0
93903,163543224,5976,1
93903,163543283,5976,0
93903,163543368,5976,1
93903,163543432,5976,1
93903,163543447,5976,0
93903,163543591,6402,0
93903,163543876,6402,0
93903,163544057,6402,1
93903,163544291,6402,1
93903,163544477,6402,1
93903,163544580,37876,0
93903,163544874,37876,0
94400,163986987,6473,1
94400,163987055,6473,0
94400,163987390,6473,1
94400,163987416,6473,1
94400,163987467,6473,1
94400,164499382,6849,1
94400,164499386,6849,1
94400,164499388,6849,1
94400,164499399,11893,1
94400,164499407,11893,1
94400,164499411,11893,1
94400,166717865,6849,0
94400,166717892,6849,1
94400,166717940,6849,1
94400,166717942,6849,1
94831,171871702,37570,1
94831,171871714,37570,1
94831,171871726,37570,1
94831,171871886,7195,1
94831,171871895,7195,1
94831,171871910,7195,1
94831,171871927,5945,0
94831,171871976,5945,1
94831,171871995,5945,1
94831,171872004,5945,1
94831,171872056,10264,1
94831,171872119,10264,1
94831,171872145,10264,1
94831,171872237,37876,1
94831,171872321,37876,0.666666667
94831,171872364,37876,1
94831,171872433,37876,1
94831,171872501,37876,1
94831,172657526,6921,0
94831,172661269,6921,1
94831,172661285,6921,1
94831,172661325,6921,1
94831,172661395,5965,1
94831,172661441,5965,1
94831,172661468,5965,1
94831,172661507,11829,1
94831,172661585,11829,1
94831,172661623,11829,1
94831,172661977,37980,1
94831,172662040,37980,1
94831,172662081,37980,1
94831,172663630,6921,1
94831,172663656,6921,1
94831,172663681,6921,1
94987,172052115,37570,1
94987,172052264,37570,1
94987,172052511,37570,0.666666667
94987,172052892,37570,1
94987,172053267,37570,1
94987,172053491,37570,1
94987,172092358,7195,1
94987,172092422,7195,1
94987,172092447,7195,1
94987,172092486,5945,0
94987,172092953,5945,0
94987,172093802,5945,0
94987,172229682,5945,0
94987,172230276,5945,0
94987,172243522,5945,1
94987,172243608,5945,0
94987,172243699,5945,1
94987,172243849,5945,1
94987,172243850,5945,1
94987,172243906,10264,1
94987,172404516,10264,0
94987,172482653,10264,1
94987,174050320,10264,1
94987,174050447,10264,1
94987,174051329,37876,1
94987,174051776,37876,1
94987,174052039,37876,1
94987,174064165,6921,1
94987,174064686,6921,1
94987,174064849,6921,1
94987,174065168,5965,1
94987,174065202,5965,1
94987,174065220,5965,1
94987,174065270,11829,0
94987,174066208,11829,1
94987,174066307,11829,1
94987,174066756,11829,1
94987,174106821,37980,1
94987,174123571,37980,1
94987,174123707,37980,1
95610,163236556,10265,0
95610,163236651,10265,0
95610,163236705,10265,1
95610,163236733,10265,1
95610,163236753,10265,1
95610,163236964,10264,1
95610,163236992,10264,0
95610,163237101,39162,0
95610,163237135,39162,1
95610,163237152,39162,0
95610,163237257,39162,1
95610,163237272,39162,1
95610,163237312,39162,1
95610,163379363,10264,1
95610,163379401,10264,1
95610,163379425,10264,1
95610,165165618,37980,1
95610,165165661,37980,1
95610,165165758,37980,1
95610,165165827,10293,1
95610,165165862,10293,1
95610,165165892,10293,1
95610,165348269,14168,1
95610,165348280,14168,0
95610,165348303,14168,1
95610,165348306,14168,0
95610,165348316,14168,1
95610,165348319,14168,1
95610,165348322,14168,1
95610,166558010,37374,1
95610,166558015,37374,1
95610,166558019,37374,1
95610,166921000,37055,1
95610,166921001,37055,1
95610,166921052,37055,1
95610,167518614,37980,1
95610,167518646,37980,1
95610,167518658,37980,1
96366,164069181,10763,0
96366,164069989,10763,1
96366,164070138,10763,1
96366,164070470,10763,1
96366,164071258,37002,1
96366,164071516,37002,1
96366,164071586,37002,1
96366,164071769,6465,0
96366,171264961,7012,0
96366,171283041,7012,1
96366,171283061,7012,1
96366,171283114,7012,1
96366,171283877,5961,1
96366,171283975,5961,1
96366,171283988,5961,1
96366,171653670,7020,1
96366,171653714,7020,1
96366,171653726,7020,1
96366,172330630,12450,1
96366,172330782,12450,1
96366,172330828,12450,0.666666667
96366,172330991,12450,1
96366,172331034,12450,0.666666667
96366,172331111,12450,1
96366,172331138,12450,0
96366,172331175,12450,0.666666667
96366,172331210,12450,0
96366,172331239,12450,1
96366,172331256,12450,1
96366,172331291,12450,1
96366,173120283,6910,0
96366,173120970,6910,1
96366,173121241,6910,1
96366,173121492,6910,1
96366,173190256,7192,1
96366,173190310,7192,1
96366,173190340,7192,1
96366,173190710,31260,1
96366,173190789,31260,1
96366,173190834,31260,1
96366,173736010,37374,1
96366,173736316,37374,1
96366,173736497,37374,0.666666667
96366,173736605,37374,1
96366,173736707,37374,1
96366,173736772,37374,1
96366,174051686,15528,0.666666667
96366,174257646,15528,1
96366,174257990,15528,0
96366,174258624,15528,0
96366,174259084,15528,0
96366,174259345,15528,1
96366,174259511,15528,0
96366,174259863,15528,1
96366,174259944,15528,1
96366,174259999,15528,1
96366,174260142,6913,0
96366,174260664,6913,0
96366,174261232,6913,1
96366,174261325,6913,1
96366,174261415,6913,0.666666667
96366,174261590,6913,1
96366,174261701,6913,1
96366,174261806,6913,1
96370,165016337,7192,1
96370,165016338,7192,1
96370,165016340,7192,1
96370,165694996,10833,1
96370,165694998,10833,1
96370,165695001,10833,0
96370,165695007,10833,1
96370,165695008,10833,1
96370,165695015,10833,1
96372,165565912,7192,1
96372,165565915,7192,1
96372,165565919,7192,1
96372,166420675,5918,0
96372,166420707,5918,1
96372,166420754,5918,1
96372,166420767,5918,1
96372,166420806,10763,1
96372,166420882,10763,0
96372,166420920,10763,1
96372,166420950,10763,1
96372,166420990,10763,0
96372,166421018,10763,0
96372,166421118,10763,1
96372,166421161,10763,1
96372,166421203,10763,1
96372,167415224,10765,1
96372,169449976,10765,1
96372,169449982,10765,1
96372,169450053,10597,1
96372,169450356,6402,1
96372,169450364,6402,1
96372,169450371,6402,1
96372,169450507,26902,1
96372,169450511,26902,1
96372,169450513,26902,1
96372,169450824,10597,1
96372,169450845,10597,1
96377,163181924,26902,1
96377,163181926,26902,1
96377,163181928,26902,1
96377,163181936,8585,1
96377,163181942,8585,1
96377,163181944,8585,1
96377,163182003,31825,1
96377,164050961,9244,1
96377,164050984,9244,1
96377,164050995,9244,1
96377,164051029,9245,1
96377,164051041,9245,1
96377,164051050,9245,1
96377,164051565,19610,1
96377,164051595,19610,0
96377,164051683,19610,1
96377,164051704,19610,1
96377,164051719,19610,1
96377,164052137,31825,1
96377,164052144,31825,1
96377,164053729,9244,1
96377,164053743,9244,1
96377,164053748,9244,1
96377,164053947,10264,1
96377,164053962,10264,1
96377,164054008,10264,1
96377,164877332,7195,1
96377,164877348,7195,1
96377,164877358,7195,1
96377,164877651,10763,1
96377,165954422,236309,0
96377,165976596,236309,1
96377,165976617,236309,0
96377,165976645,236309,0
96377,165976666,236309,0
96377,165976696,236309,0
96377,166778355,204037,1
96377,166793387,204037,1
96377,166793513,204037,0
96377,166793681,204037,0
96377,166793864,204037,1
96377,166793921,204037,0
96377,166794020,204037,0
96377,166794049,204037,0
96377,166794083,5918,1
96377,166794131,5918,1
96377,166794254,5918,1
96377,166794544,24173,0
96377,166794552,24173,0
96377,166794555,24173,0
96377,166794575,24173,1
96377,166794581,24173,0
96377,166794611,24173,1
96377,166794617,24173,1
96377,166794635,24173,1
96377,166794654,6851,0
96377,166794716,6851,1
96377,166794741,6851,1
96377,166794757,6851,1
96377,166832695,10763,1
96377,166832726,10763,0
96377,166832819,10763,1
96377,166832866,10763,1
96377,166832916,10763,1
96377,166832988,236309,1
96377,166832994,236309,1
96377,166832998,236309,1
96377,166923722,204037,1
96377,166996105,10765,1
96377,166996394,10765,1
96377,166996495,10765,0
96377,166996971,10765,1
96377,166997048,10765,0
96377,169430483,6402,1
96377,169430666,6402,1
96377,169430733,6402,1
96377,169430871,26902,0
96377,169430905,26902,1
96377,169430916,26902,1
96377,169430926,26902,1
96377,169453690,10597,0
96377,169453712,10597,1
96377,169453729,10597,1
96377,169453745,10597,1
96377,169453967,10765,1
96377,169453973,10765,1
96377,169453985,10765,1
96377,169890998,13935,1
96377,169891000,13935,0
96377,169891003,13935,0
96377,169891005,13935,0
96377,169891010,13935,1
96377,169891031,13935,0
96377,169891050,13935,0
96377,169891053,13935,1
96377,169891057,13935,1
96377,169891083,13935,1
96379,164500555,12450,1
96379,164500567,12450,1
96379,164500597,12450,1
96379,166429096,6009,1
96379,166429100,6009,1
96379,166429105,6009,1
96379,167027953,6009,1
96379,167027992,6009,0
96379,167028012,6009,1
96379,167028020,6009,1
96379,167028031,6009,1
96379,168094208,37980,1
96379,168094267,37980,1
96379,168094332,37980,1
96379,169608465,14211,1
96379,169608566,14211,1
96379,169608574,14211,1
96379,169608581,10265,1
96379,169608590,10265,1
96379,169608597,10265,1
96401,165086205,7192,1
96401,165086212,7192,1
96401,165086216,7192,1
96401,165882051,10833,1
96401,165882058,10833,1
96401,165882072,10833,1
96402,163656518,8585,1
96402,163656547,8585,0
96402,163656599,8585,1
96402,163656641,8585,1
96402,163656649,8585,1
96402,163656667,26902,1
96402,163656673,26902,1
96402,163656681,26902,1
96402,163656825,19610,1
96402,163656854,19610,0
96402,163656876,19610,0
96402,163657040,9245,1
96402,163657058,9245,1
96402,163657073,9245,1
96402,163657088,9244,1
96402,163657099,9244,1
96402,163657103,9244,1
96402,164344298,5918,1
96402,164344307,5918,1
96402,164344310,5918,1
96402,164344422,204037,0
96402,165075186,7195,1
96402,165075211,7195,1
96402,165075224,7195,1
96402,165075343,10264,1
96402,165075390,10264,0
96402,165075757,10264,1
96402,165075794,10264,1
96402,165075830,10264,1
96402,165341659,24173,0
96402,165990762,24173,1
96402,165990766,24173,1
96402,165990768,24173,1
96402,166242916,10763,1
96402,166243148,10763,1
96402,166243268,10763,1
96402,166243364,6851,1
96402,166243384,6851,0
96402,166243417,6851,1
96402,166243432,6851,1
96402,166243454,6851,1
96402,166243590,236309,1
96402,166243652,236309,0
96402,166243713,236309,0
96402,166300585,236309,1
96402,166300614,236309,1
96402,166300691,236309,1
96402,166300970,9244,1
96402,166300990,9244,1
96402,166301003,9244,1
96402,167331681,10765,1
96402,167331835,10765,1
96402,167331866,10765,1
96402,168278668,10597,1
96402,168278946,10597,0
96402,168279217,6402,1
96402,168575390,10597,1
96402,168575860,10597,1
96402,168576008,10597,1
96402,168576335,6402,1
96402,168576472,6402,1
96402,169179689,26902,1
96402,169179703,26902,1
96402,169179736,26902,1
96402,169628318,13935,1
96402,169628426,13935,1
96402,169628440,13935,1
96402,174380997,14168,1
96402,174381064,14168,0
96402,174381261,14168,1
96402,174381290,14168,0
96402,174381665,14168,1
96402,174381811,14168,1
96402,174381847,14168,1
96402,174382913,39162,0
96402,174383622,39162,1
96402,174383676,39162,1
96402,174383706,39162,1
96402,174601319,37374,1
96402,174601433,37374,1
96402,174601457,37374,1
96409,165408462,7192,1
96409,165408495,7192,1
96409,165408528,7192,1
96409,165865828,5918,1
96409,165865860,5918,1
96409,165866029,5918,1
96409,165866076,10763,0
96409,165866153,10763,1
96409,165866196,10763,1
96409,165866225,10763,1
96409,167942694,10765,0
96409,167942881,10765,1
96409,167942937,10765,1
96409,167942970,10765,1
96409,167943688,10597,1
96409,167943752,10597,1
96409,167943837,10597,0
96409,167944264,10597,1
96409,167944440,10597,1
96409,167944528,10597,1
96409,168518143,26902,0
96409,168518177,26902,1
96409,168518183,26902,1
96409,168518191,26902,1
96409,168518491,6402,0
96409,168518538,6402,1
96409,168518552,6402,1
96409,168518566,6402,1
96835,164366692,10597,1
96835,164366712,10597,1
96835,170364608,9428,1
96835,170364631,9428,1
96835,170364648,9428,0
96835,170364670,9428,0
96835,170364685,9428,1
96835,170364693,9428,1
96835,170364701,9428,1
98746,169960761,37980,0
98746,169960780,37980,0
98746,169960889,37980,1
98746,169960974,37980,1
98746,169961003,37980,1
98746,170737678,5976,1
98746,170741920,5976,0
98746,170741970,5976,0
98746,170741994,5976,0
98746,170742036,5976,0
98746,170742044,10265,1
98746,170742078,10265,1
98746,170742106,10265,0
98746,170742135,10265,1
98746,170742147,10265,1
98746,170742154,10265,1
98746,170742203,37876,1
98746,170742256,37876,1
98746,170742280,37876,1
98746,170742325,5976,1
98746,170742342,5976,1
98746,170742359,5976,1
98746,170742378,10597,1
98746,170742523,9428,1
98746,170752139,9428,1
98746,170752149,9428,1
98746,170752236,10597,1
98746,170752249,10597,1
107178,163388443,10265,0
107178,163388775,10265,0
107178,163390338,10265,0
107178,163467974,5969,1
107178,163470823,5969,1
107178,163472405,5969,1
107178,163474813,10265,0
107178,163529174,10265,0
107178,165886910,7014,1
107178,165886924,7014,1
107178,165886938,7014,1
107178,165887054,7159,1
107178,165887096,7159,1
107178,165887111,7159,1
107178,165887388,12450,1
107178,165887563,12450,1
107178,165887569,12450,1
107178,165931310,6402,0
107178,165931491,6402,1
107178,165931547,6402,1
107178,165931580,6402,0
107178,165931613,6402,1
107178,165931717,10195,1
107178,165931776,7158,0
107178,165962706,6402,1
107178,165962784,6402,1
107178,165964022,10195,1
107178,165964094,10195,1
107178,165964186,7158,1
108824,172103534,8585,1
108824,172103649,8585,0.75
108824,172103851,8585,1
108824,172104019,8585,1
108824,172104038,8585,0
108824,172666225,204037,1
108824,172666341,204037,0.5
108824,172667159,204037,0
108824,172915505,8585,0
108824,172915818,8585,1
108824,172915848,8585,1
108824,172915873,8585,1
108824,172915996,204037,0
108824,172916340,204037,0
108824,172916649,15528,0.75
108824,173609585,8946,0.75
108824,173609665,8946,1
108824,173609788,8946,1
108824,173609848,8946,1
108824,173609968,7167,1
108824,173609983,7167,1
108824,173609995,7167,1
108824,173610454,5968,1
108824,173610463,5968,1
108824,173610488,5968,1
108824,173610538,5969,0
108824,173610604,5969,0
108824,173610689,5969,1
108824,173610742,5969,0
108824,173610934,5969,1
108824,173610989,5969,1
108824,173611070,5969,1
108824,173611342,10265,1
108824,173752708,10265,1
108824,173752759,10265,1
108824,173752846,10264,0.5
108824,173753433,10264,1
108824,173753556,10264,1
108824,174127564,10264,1
108824,174127783,37876,1
108824,174127910,37876,0.75
108824,174129151,37876,1
108824,174129347,37876,1
108824,174129728,37876,1
108824,174463259,37055,1
108824,174463282,37055,1
108824,174463422,37055,1
118571,164001024,6465,1
118571,164001041,6465,1
118571,164001095,6465,1
118571,164495787,12450,1
118571,164495792,12450,1
118571,164495793,12450,1
118571,168076604,37980,0
118571,168076709,37980,1
118571,168076721,37980,1
118571,168076774,37980,1
118571,168076988,6009,1
118571,168077041,6009,1
118571,168077084,6009,1
118571,168077179,6009,1
118571,168077222,6009,1
118571,168077242,6009,1
118580,164365910,12450,1
118580,164365928,12450,1
118580,164365935,12450,1
118580,166726400,6009,1
118580,166726475,6009,1
118580,166726504,6009,1
118580,168077450,37980,1
118580,168077492,37980,1
118580,168077512,37980,1
118580,169773949,14211,0
118580,169774107,14211,1
118580,169774117,14211,0
118580,169774174,14211,1
118580,169774206,14211,1
118580,169774223,14211,1
118580,169774269,10265,0
118580,169774374,10265,1
118580,169774397,10265,1
118580,169774419,10265,1
118598,165008191,7192,1
118598,165008199,7192,1
118598,165008204,7192,1
118598,165705138,10833,0
118598,165705288,10833,0
118598,165705372,10833,1
118598,165705390,10833,1
118598,165705394,10833,1
118600,163500764,14211,1
118600,163500768,14211,1
118600,163500783,14211,0
118600,163500820,14211,1
118600,163500824,14211,0
118600,163500839,14211,0
118600,163500848,14211,1
118600,163500856,14211,1
118600,163500863,14211,1
118600,163500915,7157,1
118600,163500924,7157,1
118600,163500927,7157,1
118600,164557778,14247,1
118600,164557821,14247,1
118600,164557834,14247,1
118600,164557891,14211,1
118600,164558100,14211,0
118600,164558165,14211,1
118600,164558199,14211,1
118600,164558331,14211,1
118600,164782177,11893,1
118600,164782262,11893,1
118600,164782309,11893,1
118600,164807102,7157,0
118600,164807187,7157,1
118600,164807224,7157,1
118600,164807311,7157,1
118600,164985375,10265,1
118600,164985406,10265,1
118600,164985409,10265,1
118600,165152885,9424,0
118600,165153001,9424,1
118600,165153008,9424,0
118600,165304224,5969,1
118600,165304292,5969,1
118600,165304348,5969,1
118600,165304986,13935,1
118600,165305034,13935,1
118600,165305055,13935,1
118600,165306570,9424,1
118600,165306663,9424,1
118600,165306774,9424,1
118600,165843502,11893,1
118600,165843535,11893,1
118600,165843580,11893,1
118600,165864872,5968,1
118600,165864945,5968,1
118600,165928087,5969,1
118600,165928124,5969,1
118600,165928170,5969,1
118600,165928226,5968,1
118600,165928341,7157,0
118600,165928364,7157,1
118600,165928369,7157,1
118600,165928376,7157,1
118600,166292140,10293,0
118600,166292215,10293,1
118600,166292259,10293,1
118600,166292296,10293,1
118600,167489718,10293,1
118600,167489724,10293,1
118600,167489734,10293,0
118600,167489782,10293,1
118600,167489787,10293,1
118600,167489791,10293,0
118600,167489815,10293,0
118600,167489825,10293,0
118600,167489831,10293,1
118600,167489842,10293,1
118600,167489848,10293,0
118600,167489892,8864,1
118600,167489899,8864,1
118600,167489902,8864,1
118600,169316998,10293,0
118600,169317016,10293,1
118600,169317094,10293,1
118600,169317129,10293,0
118600,169317207,10293,1
118600,169317225,10293,0
118600,169317263,10293,1
118600,169317266,10293,1
118600,169317302,10293,1
118600,169317360,7157,1
118600,169317436,7157,1
118600,169317526,7157,0
118600,169317563,7157,1
118600,169317589,7157,1
118600,169317612,7157,1
118600,169317710,37876,1
118600,169317854,37876,1
118600,169318025,37876,1
118600,169490313,5968,0
118600,169490326,5968,1
118600,169490329,5968,1
118600,169490331,5968,1
118600,169490346,10293,0
118600,169490347,10293,1
118600,169490349,10293,1
118600,169490351,10293,1
118600,169877025,7157,0
118600,169877102,7157,1
118600,169877130,7157,1
118600,169877158,7157,1
118613,166845766,10765,1
118613,166845990,10765,1
118613,166846071,10765,1
118613,166846321,10767,0
118613,166846610,10767,1
118613,166846682,10767,1
118613,166846745,10767,0
118613,166846869,10767,1
118613,166847087,10767,1
118613,166847199,10767,1
118613,166848528,10763,0
118613,167174706,39162,0
118613,167320134,10597,0
118613,167320464,8949,1
118613,167320475,8949,1
118613,167320562,8949,1
118613,167320601,9424,0
118613,167320917,9424,1
118613,167320979,9424,0
118715,175013549,10293,0
118715,175013608,10293,1
118715,175013622,10293,0
118715,175013801,10293,1
118715,175013807,10293,0
118715,175013874,10293,1
118715,175013894,10293,1
118715,175013908,10293,1
119618,171078022,7157,1
119618,171078033,7157,1
119618,171078047,7157,1
119618,171078071,14247,1
119618,171078084,14247,1
119618,171078094,14247,1
119618,171078407,9424,0
119618,171078498,9424,0
119618,171370526,8946,0
119618,171716733,39162,1
119618,171716782,39162,0
119618,171964884,8949,1
119618,171964970,8949,1
119618,171964988,8949,1
119618,171965050,9180,1
119618,171965132,9180,1
119618,171965165,9180,1
119618,171965245,39162,0
119618,172079472,39162,1
119618,172079480,39162,1
119618,172079493,39162,1
119618,172329737,39162,1
119618,172329787,39162,1
119618,172329822,39162,0
119618,172329986,39162,1
119618,172330008,39162,1
119618,172330086,39162,1
119618,172811622,37876,0.333333333
119618,173189369,8928,0.333333333
119618,173189421,8928,1
119618,174326296,8928,1
119618,174326333,8928,1
119618,174327091,8928,1
119618,174327122,8928,1
119618,174327150,8928,0.666666667
119618,174327171,8928,1
119618,174327195,8928,1
119618,174327237,8928,1
119618,174327689,37876,1
119618,174327933,37876,1
119618,174328173,37876,1
119627,164466665,12450,1
119627,164466682,12450,1
119627,164466688,12450,1
119627,166497261,6009,1
119627,166497450,6009,1
119627,166497617,6009,1
119627,166707915,6009,1
119627,166707942,6009,1
119627,166707980,6009,1
119627,168094220,37980,1
119627,168094275,37980,1
119627,168094344,37980,1
119627,169697438,14211,1
119627,169697439,10265,0
119627,169697440,10265,1
119627,169697442,10265,1
119627,169697643,10265,1
119627,169697644,14211,1
119627,169706655,14211,1
119747,163168863,8585,0
119747,163168885,8585,1
119747,163168892,8585,0
119747,163168905,8585,1
119747,163168907,8585,1
119747,163168908,8585,1
119747,163168911,26902,1
119747,163168929,26902,0
119747,163168933,26902,1
119747,163168937,26902,1
119747,163168939,26902,1
119747,163764893,19610,0
119747,163765060,19610,1
119747,163765070,19610,1
119747,163765083,19610,0
119747,163765106,19610,1
119747,163765114,19610,1
119747,163765125,19610,1
119747,163935689,9244,1
119747,163935814,9244,1
119747,163935883,9244,1
119747,163935963,9245,1
119747,163935982,9245,1
119747,163936001,9245,1
119747,164554634,5918,1
119747,164920358,7195,1
119747,164920360,7195,1
119747,164920366,7195,1
119747,164920370,10264,0
119747,164920428,10264,0
119747,164920444,10264,0
119747,164920454,10264,1
119747,164920463,10264,1
119747,164920468,10264,1
119747,165706920,204037,0
119747,165706984,204037,0
119747,165707060,204037,0
119747,165707418,204037,0
119747,165707661,204037,1
119747,165707725,204037,1
119747,165707748,204037,1
119747,165707964,5918,1
119747,165708024,5918,1
119747,165708114,24173,1
119747,165708121,24173,1
119747,165708132,24173,1
119747,166242928,10763,0
119747,166243168,10763,1
119747,166243273,10763,1
119747,166243404,10763,1
119747,166245387,6851,0
119747,166245628,6851,0
119747,166317468,6851,1
119747,166317509,6851,1
119747,166317527,6851,1
119747,166317863,236309,0
